#biggest = 72.443864
0.000000  0.000000
0.010010  0.000003
0.020020  0.000025
0.030030  0.000085
0.040040  0.000201
0.050050  0.000392
0.060060  0.000677
0.070070  0.001072
0.080080  0.001596
0.090090  0.002267
0.100100  0.003099
0.110110  0.004111
0.120120  0.005317
0.130130  0.006732
0.140140  0.008370
0.150150  0.010245
0.160160  0.012369
0.170170  0.014754
0.180180  0.017411
0.190190  0.020350
0.200200  0.023579
0.210210  0.027106
0.220220  0.030939
0.230230  0.035082
0.240240  0.039541
0.250250  0.044317
0.260260  0.049415
0.270270  0.054834
0.280280  0.060573
0.290290  0.066632
0.300300  0.073007
0.310310  0.079694
0.320320  0.086688
0.330330  0.093980
0.340340  0.101564
0.350350  0.109428
0.360360  0.117563
0.370370  0.125956
0.380380  0.134592
0.390390  0.143458
0.400400  0.152536
0.410410  0.161809
0.420420  0.171258
0.430430  0.180863
0.440440  0.190602
0.450450  0.200452
0.460460  0.210390
0.470470  0.220391
0.480480  0.230428
0.490490  0.240474
0.500501  0.250500
0.510511  0.260479
0.520521  0.270379
0.530531  0.280169
0.540541  0.289818
0.550551  0.299292
0.560561  0.308558
0.570571  0.317583
0.580581  0.326331
0.590591  0.334767
0.600601  0.342855
0.610611  0.350560
0.620621  0.357845
0.630631  0.364673
0.640641  0.371007
0.650651  0.376811
0.660661  0.382047
0.670671  0.386678
0.680681  0.390667
0.690691  0.393979
0.700701  0.396576
0.710711  0.398423
0.720721  0.399483
0.730731  0.399723
0.740741  0.399108
0.750751  0.397603
0.760761  0.395177
0.770771  0.391797
0.780781  0.387432
0.790791  0.382053
0.800801  0.375630
0.810811  0.368135
0.820821  0.359543
0.830831  0.349829
0.840841  0.338968
0.850851  0.326940
0.860861  0.313722
0.870871  0.299298
0.880881  0.283649
0.890891  0.266761
0.900901  0.248619
0.910911  0.229214
0.920921  0.208535
0.930931  0.186576
0.940941  0.163330
0.950951  0.138796
0.960961  0.112972
0.970971  0.085860
0.980981  0.057465
0.990991  0.027791
1.001001  -0.003151
1.011011  -0.035351
1.021021  -0.068795
1.031031  -0.103467
1.041041  -0.139348
1.051051  -0.176416
1.061061  -0.214649
1.071071  -0.254018
1.081081  -0.294496
1.091091  -0.336050
1.101101  -0.378646
1.111111  -0.422247
1.121121  -0.466814
1.131131  -0.512303
1.141141  -0.558672
1.151151  -0.605871
1.161161  -0.653852
1.171171  -0.702562
1.181181  -0.751946
1.191191  -0.801947
1.201201  -0.852505
1.211211  -0.903559
1.221221  -0.955044
1.231231  -1.006894
1.241241  -1.059039
1.251251  -1.111411
1.261261  -1.163934
1.271271  -1.216536
1.281281  -1.269139
1.291291  -1.321666
1.301301  -1.374035
1.311311  -1.426166
1.321321  -1.477974
1.331331  -1.529377
1.341341  -1.580287
1.351351  -1.630617
1.361361  -1.680280
1.371371  -1.729186
1.381381  -1.777245
1.391391  -1.824366
1.401401  -1.870458
1.411411  -1.915429
1.421421  -1.959187
1.431431  -2.001639
1.441441  -2.042693
1.451451  -2.082255
1.461461  -2.120234
1.471471  -2.156538
1.481481  -2.191074
1.491491  -2.223752
1.501502  -2.254482
1.511512  -2.283173
1.521522  -2.309738
1.531532  -2.334090
1.541542  -2.356142
1.551552  -2.375810
1.561562  -2.393012
1.571572  -2.407666
1.581582  -2.419693
1.591592  -2.429017
1.601602  -2.435562
1.611612  -2.439256
1.621622  -2.440030
1.631632  -2.437815
1.641642  -2.432547
1.651652  -2.424165
1.661662  -2.412611
1.671672  -2.397828
1.681682  -2.379765
1.691692  -2.358374
1.701702  -2.333609
1.711712  -2.305430
1.721722  -2.273798
1.731732  -2.238682
1.741742  -2.200050
1.751752  -2.157878
1.761762  -2.112145
1.771772  -2.062835
1.781782  -2.009935
1.791792  -1.953438
1.801802  -1.893341
1.811812  -1.829646
1.821822  -1.762360
1.831832  -1.691493
1.841842  -1.617064
1.851852  -1.539092
1.861862  -1.457605
1.871872  -1.372634
1.881882  -1.284216
1.891892  -1.192392
1.901902  -1.097211
1.911912  -0.998724
1.921922  -0.896988
1.931932  -0.792067
1.941942  -0.684028
1.951952  -0.572946
1.961962  -0.458897
1.971972  -0.341966
1.981982  -0.222241
1.991992  -0.099817
2.002002  0.025208
2.012012  0.152730
2.022022  0.282639
2.032032  0.414822
2.042042  0.549161
2.052052  0.685531
2.062062  0.823805
2.072072  0.963850
2.082082  1.105529
2.092092  1.248700
2.102102  1.393218
2.112112  1.538933
2.122122  1.685691
2.132132  1.833335
2.142142  1.981702
2.152152  2.130629
2.162162  2.279947
2.172172  2.429485
2.182182  2.579067
2.192192  2.728517
2.202202  2.877655
2.212212  3.026297
2.222222  3.174260
2.232232  3.321355
2.242242  3.467395
2.252252  3.612188
2.262262  3.755542
2.272272  3.897265
2.282282  4.037162
2.292292  4.175037
2.302302  4.310695
2.312312  4.443940
2.322322  4.574575
2.332332  4.702406
2.342342  4.827236
2.352352  4.948870
2.362362  5.067115
2.372372  5.181777
2.382382  5.292665
2.392392  5.399589
2.402402  5.502362
2.412412  5.600798
2.422422  5.694714
2.432432  5.783928
2.442442  5.868264
2.452452  5.947547
2.462462  6.021606
2.472472  6.090275
2.482482  6.153389
2.492492  6.210791
2.502503  6.262325
2.512513  6.307843
2.522523  6.347198
2.532533  6.380252
2.542543  6.406872
2.552553  6.426927
2.562563  6.440297
2.572573  6.446865
2.582583  6.446521
2.592593  6.439161
2.602603  6.424690
2.612613  6.403018
2.622623  6.374063
2.632633  6.337750
2.642643  6.294011
2.652653  6.242787
2.662663  6.184027
2.672673  6.117687
2.682683  6.043732
2.692693  5.962136
2.702703  5.872879
2.712713  5.775953
2.722723  5.671356
2.732733  5.559096
2.742743  5.439192
2.752753  5.311668
2.762763  5.176561
2.772773  5.033915
2.782783  4.883783
2.792793  4.726230
2.802803  4.561327
2.812813  4.389158
2.822823  4.209813
2.832833  4.023394
2.842843  3.830010
2.852853  3.629783
2.862863  3.422841
2.872873  3.209324
2.882883  2.989378
2.892893  2.763162
2.902903  2.530842
2.912913  2.292593
2.922923  2.048601
2.932933  1.799059
2.942943  1.544169
2.952953  1.284142
2.962963  1.019197
2.972973  0.749563
2.982983  0.475475
2.992993  0.197178
3.003003  -0.085077
3.013013  -0.371030
3.023023  -0.660414
3.033033  -0.952956
3.043043  -1.248374
3.053053  -1.546380
3.063063  -1.846682
3.073073  -2.148977
3.083083  -2.452960
3.093093  -2.758319
3.103103  -3.064737
3.113113  -3.371891
3.123123  -3.679456
3.133133  -3.987099
3.143143  -4.294485
3.153153  -4.601275
3.163163  -4.907126
3.173173  -5.211694
3.183183  -5.514630
3.193193  -5.815584
3.203203  -6.114204
3.213213  -6.410135
3.223223  -6.703023
